Rule,Entropy across targets,Length Following Antecedent,Majority Class
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 months'), ('Color', 'Blue Tabby')]",[1.05535774 1.20418847],34,['Adoption' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 months'), ('Color', 'Tortie')]",[0.98503293 1.16352921],76,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 months'), ('Color', 'Calico')]",[1.25098379 1.45604474],58,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Black/White')]",[0.84575726 1.61160074],79,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby')]",[0.60784064 1.54180665],121,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Blue')]",[0.38835603 1.21643502],39,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Orange Tabby')]",[0.49555398 1.31636472],40,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Black')]",[0.66705441 1.4804203 ],85,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby/White')]",[0.52256299 1.47506087],78,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Torbie')]",[0.46673315 1.43525889],70,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Tortie')]",[0.52732886 1.4765394 ],113,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 years'), ('Color', 'Calico')]",[0.73336384 1.52059738],109,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 months'), ('Color', 'Black/White')]",[0.87826606 1.68781193],36,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 months'), ('Color', 'Brown Tabby')]",[0.89426596 1.69939642],64,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 months'), ('Color', 'Black')]",[1.03322647 1.68848095],42,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 months'), ('Color', 'Tortie')]",[0.84883284 1.74251265],31,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 months'), ('Color', 'Calico')]",[1.13203146 1.65180118],30,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black/White')]",[0.63376181 1.55042226],97,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown Tabby')]",[0.59713962 1.49278968],191,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue')]",[0.33579095 1.31556874],42,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black')]",[0.65492924 1.55680659],139,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown Tabby/White')]",[0.29558313 1.30284863],111,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Torbie')]",[0.41131217 1.37461019],89,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue Tabby')]",[0.52818252 1.43194695],38,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Tortie')]",[0.56744562 1.50336321],135,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 year'), ('Color', 'Calico')]",[0.37348633 1.38051135],131,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '4 months'), ('Color', 'Brown Tabby')]",[0.72977472 1.65203162],33,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '4 months'), ('Color', 'Black')]",[0.93603824 1.71612429],31,['Transfer' 'SCRP']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 weeks'), ('Color', 'Black/White')]",[0.23781901 0.202273  ],39,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 weeks'), ('Color', 'Brown Tabby')]",[0.05380175 0.05380175],105,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 weeks'), ('Color', 'Black')]",[0.32070682 0.35859   ],87,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 weeks'), ('Color', 'Brown Tabby/White')]",[0.24267348 0.24267348],38,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 weeks'), ('Color', 'Torbie')]",[0.43731866 0.47286467],39,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 weeks'), ('Color', 'Blue Tabby')]",[0.27711336 0.27711336],32,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 weeks'), ('Color', 'Tortie')]",[0.1075094 0.1075094],89,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '2 weeks'), ('Color', 'Calico')]",[0. 0.],61,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Black/White')]",[0.2164084 0.2164084],65,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Brown Tabby')]",[0.17513037 0.17513037],143,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Blue')]",[0.13269142 0.13269142],34,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Orange Tabby')]",[0. 0.],33,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Black')]",[0.10126482 0.11570538],96,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Brown Tabby/White')]",[0.19882158 0.19882158],49,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Torbie')]",[0.08957803 0.08957803],56,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Blue Tabby')]",[0.30570651 0.34106841],54,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Tortie')]",[0.17680875 0.17680875],84,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '3 weeks'), ('Color', 'Calico')]",[0.18750494 0.18750494],78,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '4 weeks'), ('Color', 'Black/White')]",[0.48050854 0.62116364],53,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '4 weeks'), ('Color', 'Brown Tabby')]",[0.25184249 0.28026639],101,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '4 weeks'), ('Color', 'Black')]",[0.36227478 0.38175991],98,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '4 weeks'), ('Color', 'Brown Tabby/White')]",[0.4779314 0.4779314],38,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '4 weeks'), ('Color', 'Tortie')]",[0.38131649 0.42905505],40,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '4 weeks'), ('Color', 'Calico')]",[0.28260011 0.31273694],46,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '6 months'), ('Color', 'Brown Tabby')]",[0.51870044 1.44884043],31,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '6 months'), ('Color', 'Calico')]",[0.65667094 1.36429234],31,['Transfer' 'Snr']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 weeks'), ('Color', 'Brown Tabby')]",[0.12693055 0.12693055],36,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 weeks'), ('Color', 'Black')]",[0.13269142 0.13269142],34,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Age upon Outcome', '1 weeks'), ('Color', 'Tortie')]",[0.23921709 0.28393627],31,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 month'), ('Color', 'Black/White')]",[0.12974069 0.74125621],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 month'), ('Color', 'Brown Tabby')]",[0.         0.68229472],68,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 month'), ('Color', 'Black')]",[0.09650896 0.71108686],51,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 month'), ('Color', 'Brown Tabby/White')]",[0.         0.68759674],38,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 month'), ('Color', 'Tortie')]",[0.         0.61724177],39,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 month'), ('Color', 'Calico')]",[0.         0.74821021],32,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 years'), ('Color', 'Brown Tabby')]",[1.1048449  1.21815786],50,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 years'), ('Color', 'Black')]",[0.89116214 0.9690923 ],43,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 years'), ('Color', 'Brown Tabby/White')]",[1.11843287 1.09145283],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 years'), ('Color', 'Tortie')]",[1.20887628 1.19191277],39,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 years'), ('Color', 'Calico')]",[0.94018473 0.88975736],51,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 years'), ('Color', 'Black/White')]",[0.92621905 1.15468772],64,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 years'), ('Color', 'Brown Tabby')]",[1.03132459 1.11803078],89,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 years'), ('Color', 'Black')]",[1.24121472 1.23763395],66,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 years'), ('Color', 'Brown Tabby/White')]",[0.77400643 0.9389905 ],56,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 years'), ('Color', 'Torbie')]",[1.07709345 1.22503493],50,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 years'), ('Color', 'Tortie')]",[1.16143691 1.36145028],58,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 years'), ('Color', 'Calico')]",[1.21422715 0.93341012],88,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 years'), ('Color', 'Black/White')]",[1.14798894 1.06691868],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 years'), ('Color', 'Brown Tabby')]",[1.17956062 1.56887026],38,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 years'), ('Color', 'Black')]",[1.17504973 1.3277658 ],40,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 years'), ('Color', 'Tortie')]",[0.99330683 1.0637083 ],41,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 years'), ('Color', 'Calico')]",[1.01611131 1.07917398],45,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Seal Point')]",[0.         0.69268797],33,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Black/White')]",[0.1874731  0.82733251],394,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Brown Tabby')]",[0.17997458 0.80418851],829,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Blue/White')]",[0.16380553 0.70173513],121,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Blue')]",[0.12638447 0.82225511],181,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'White/Black')]",[0.15991596 0.74680986],80,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Orange Tabby')]",[0.1805687  0.87072698],189,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Black')]",[0.10896874 0.78489828],587,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'White/Blue')]",[0.         0.71822969],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Brown Tabby/White')]",[0.15853405 0.80820342],396,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Torbie')]",[0.13389946 0.80030475],367,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Cream Tabby')]",[0.07319013 0.81968085],72,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Orange Tabby/White')]",[0.16184273 0.85989996],105,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Blue Tabby')]",[0.11736677 0.82004397],199,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Tortie')]",[0.1554545  0.87344254],474,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Calico/White')]",[0.         0.68490624],39,['Adoption' 'Foster']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Calico')]",[0.14301346 0.85702404],432,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Torbie/White')]",[0.         0.69206512],86,['Adoption' 'Foster']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Blue Tabby/White')]",[0.10847134 0.7535302 ],132,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'White/Brown Tabby')]",[0.17884491 0.8259567 ],46,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Lynx Point')]",[0.06586094 0.75047982],82,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 months'), ('Color', 'Tortie/White')]",[0.12693055 0.86624633],36,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Black/White')]",[0.99781741 1.24531025],129,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby')]",[1.09411801 1.28686727],278,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Blue/White')]",[0.7762141  0.87183569],37,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Blue')]",[1.05665464 1.24752089],59,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'White/Black')]",[1.04842392 1.39084573],30,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Orange Tabby')]",[0.73039122 0.98704258],48,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Black')]",[1.05855376 1.29760954],180,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby/White')]",[0.94410576 1.21347917],136,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Torbie')]",[0.74408369 1.07424823],109,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Orange Tabby/White')]",[0.88932274 0.97524574],39,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Blue Tabby')]",[0.7603044  1.01133029],64,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Tortie')]",[1.01022953 1.16125802],179,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Calico')]",[1.04763347 1.29676565],205,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Lynx Point')]",[0.72806    1.02352856],34,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Black/White')]",[0.16859089 0.68497742],170,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Brown Tabby')]",[0.28210621 0.9388733 ],426,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Blue/White')]",[0.1216924  0.76750275],38,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Blue')]",[0.19340471 0.80501175],75,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'White/Black')]",[0.29543919 1.01928846],46,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Orange Tabby')]",[0.17692035 0.82740285],70,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Black')]",[0.26080447 0.89477114],273,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Brown Tabby/White')]",[0.28003787 0.89064641],177,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Torbie')]",[0.1860053  0.86108029],173,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Cream Tabby')]",[0.14250587 0.81329346],31,['Adoption' 'Foster']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Orange Tabby/White')]",[0.1654435  0.80699119],51,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Blue Tabby')]",[0.28367554 0.93649108],117,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Tortie')]",[0.15149716 0.85876936],229,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Calico')]",[0.06718844 0.65345196],185,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Torbie/White')]",[0.12425084 0.77443855],37,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Blue Tabby/White')]",[0.         0.61549828],36,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Black/White')]",[0.4960218  0.97090912],45,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Brown Tabby')]",[0.32961738 0.97996482],81,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Black')]",[0.53929271 0.92703731],88,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Brown Tabby/White')]",[0.38131649 0.93526494],40,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Torbie')]",[0.30947729 1.04606668],43,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Tortie')]",[0.36466459 0.87117819],52,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Calico')]",[0.2873643  0.67171328],45,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black/White')]",[0.98246604 1.33444556],191,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown Tabby')]",[0.88421138 1.21078821],356,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue/White')]",[0.828241   1.23271508],49,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue')]",[0.78919805 1.19080082],84,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'White/Black')]",[0.76210422 1.14961864],48,['Adoption' 'none']
